first.name,last.name,ID,h.index,i10.idex,citations
Duong,Ngotran,png175,1,0,1
Jonas,Ngouhouo,png199,2,0,4
Georges,Nguefack-Tsague,png47,1,1,20
Christian,Nguena,png162,4,2,57
Dianah,Ngui,png38,3,1,35
Pierre,Nguimkeu,png171,1,0,8
Binh,Nguyen,png106,1,1,84
Binh Giang,Nguyen,png148,1,0,1
Canh,Nguyen,png240,1,0,1
Duc,Nguyen,png78,1,0,2
Duc,Nguyen,png243,1,0,4
Ha,Nguyen,png153,1,0,1
Hong Thang,Nguyen,png146,1,0,3
Huy,Nguyen,png189,1,0,1
Kim,Nguyen,png144,1,0,4
Lily,Nguyen,png112,1,0,4
Minh,Nguyen,png142,1,0,5
Nga,Nguyen,png122,1,0,5
Nhung,Nguyen,png195,1,0,3
Thai,Nguyen,png219,1,0,4
Thanh,Nguyen,png73,1,0,1
The-Hiep,Nguyen,png147,1,0,5
Thu,Nguyen,png194,1,1,18
Truong,Nguyen,png121,1,0,2
Ty,Nguyen,png177,1,0,3
Anh,Nguyen,png130,2,0,8
Cuong,Nguyen,png63,2,2,82
Hai,Nguyen,png214,2,0,15
Hoa,Nguyen,png54,2,1,19
Huong,Nguyen,png172,2,1,19
Kien,Nguyen,png119,2,0,9
Ngoc-Minh,Nguyen,png191,2,2,34
Tam,Nguyen,png127,2,0,10
Thang,Nguyen,png231,2,0,8
Thi Thanh Huyen,Nguyen,png45,2,1,15
Tho,Nguyen,png131,2,1,20
Trung,Nguyen,png182,2,1,20
Tu,Nguyen,png7,2,1,21
Anh,Nguyen,png83,3,0,17
Jeremy,Nguyen,png173,3,1,223
Minh,Nguyen,png53,3,2,56
Nhat,Nguyen,png59,3,3,60
Thuy,Nguyen,png220,3,2,152
Thuy Lan,Nguyen,png245,3,0,17
Tuan,Nguyen,png178,3,1,19
Viet Ha,Nguyen,png239,3,0,11
Xuan,Nguyen,png169,3,2,53
Chuc,Nguyen,png62,4,3,63
Ha,Nguyen,png110,4,1,35
Hoa,Nguyen,png120,4,4,102
Trung Thanh,Nguyen,png123,4,1,51
Viet Hoang,Nguyen,png132,4,1,56
Cuong,Nguyen,png36,5,2,141
Daniel,Nguyen,png98,5,5,154
Manh-Hung,Nguyen,png84,5,2,71
Quang,Nguyen,png86,5,2,313
Thang,Nguyen,png187,5,2,54
Ha,Nguyen,png85,6,4,97
Trien,Nguyen,png95,6,3,76
Pascal,Nguyen,png71,7,3,134
Anh,Nguyen,png40,9,9,184
Sang,Nguyen,png8,9,6,335
Duc Khuong,Nguyen,png97,26,49,1851
San,Nguyen Van,png33,1,0,2
Adrien,Nguyen-Huu,png233,3,1,29
Dany,Nguyen-Luong,png68,1,0,2
Thuc Uyen,Nguyen-Thi,png211,5,3,84
Hoang Anh,Nguyen-Trinh,png164,1,0,6
Phu,Nguyen-Van,pva24,2,0,12
Yang,Ni,pni165,2,1,19
Jinlan,Ni,pni357,5,4,121
Shawn,Ni,pni294,8,8,797
Miguel,Niño-Zarazúa,pni101,4,2,76
Mouhamadou,Niang,pni323,1,0,2
Moustapha,Niang,pni209,1,0,1
Abdou-Aziz,Niang,pni155,2,0,4
Ana,Nica,pni267,1,0,2
Panaite,Nica,pni295,1,0,2
Mihai,Nica,pni49,2,0,5
Ides,Nicaise,pni168,2,2,38
Stephen,Nicar,pni318,1,0,2
Alberto,Niccoli,pni125,2,0,11
Dalila,Nicet - Chenaf,pni96,4,0,31
Bogdan,Nichifor,pni107,1,0,3
Maria,Nichifor,pni309,1,0,1
Alexandru,Nichifor,pni163,3,2,54
Aaron,Nicholas,pni288,4,1,48
Lauren,Nicholas,pni297,4,2,56
Tom,Nicholls,pni141,1,0,1
Mark,Nichols,pni88,5,2,65
Austin,Nichols,pni54,9,8,300
Donald,Nichols,pni360,10,10,781
Sean,Nicholson,pni108,11,13,404
Alessandro,Nicita,pni41,13,15,1031
Sebastian,Nick,pni270,2,2,38
Christiane,Nickel,pni403,8,8,330
Stephen,Nickell,pni25,42,74,10724
Jerry,Nickelsburg,pni363,3,3,96
David,Nickerson,pni123,5,4,111
Giovanna,Nicodano,pni74,8,8,303
Catia,Nicodemo,pni100,5,3,80
Anamaria,Nicolae,pni200,2,1,19
Mariana,Nicolae-Balan,pni122,3,0,17
Maria,Nicolai,pni145,1,0,1
Robin,Nicolai,pni60,3,1,41
Mihaela,Nicolau,pni170,1,0,6
Juan,Nicolau,pni162,6,4,89
Rodolfo,Nicolay,pni275,1,0,1
Luminita,Nicolescu,pni242,1,0,7
Cheti,Nicoletti,pni15,10,10,338
Giuseppe,Nicoletti,pni5,25,41,2548
Giovanna,Nicolini,pni53,1,0,4
Esteban,Nicolini,pni264,3,2,80
Rosella,Nicolini,pni134,3,2,102
Marcella,Nicolini,pni94,9,9,187
Juan Pablo,Nicolini,pni159,13,14,1007
Daphne,Nicolitsas,pni315,9,8,643
Francesco,Nicolli,pni218,6,3,153
Antonio,Nicolo',pni27,6,1,90
Marco,Nicolosi,pni311,2,0,8
Marco,Nicolosi,pni217,3,1,76
Guangyu,Nie,pni317,1,0,6
Ying,Nie,pni221,1,0,3
Jun,Nie,pni190,2,1,33
Peng,Nie,pni316,2,0,15
Huihua,Nie,pni192,3,1,31
Pu-yan,Nie,pni150,3,1,40
Thomas,Niebel,pni193,4,1,49
Jeroen,Nieboer,pni277,2,1,20
Annekatrin,Niebuhr,pni213,12,18,548
Torsten,Niechoj,pni391,5,1,64
Uta-Maria,Niederle,pni92,1,0,5
Muriel,Niederle,pni95,18,28,2560
Daniel,Niedermayer,pni78,1,0,6
Andras,Niedermayer,pni72,4,0,31
Thomas,Niedomysl,pni285,4,1,67
Alexandra,Niedzwiedz,pni370,1,0,1
Michaela,Niefert,pni186,6,3,115
Frank,Niehaus,pni16,1,0,2
Petra,Nieken,pni255,7,7,149
Sebastian,Nielen,pni185,2,1,22
Caren Yinxia,Nielsen,pni226,1,0,2
Lisbeth,Nielsen,pni351,1,1,12
René,Nielsen,pni124,1,0,3
Robert,Nielsen,pni224,1,0,3
Steen,Nielsen,pni71,1,0,1
Eric,Nielsen,pni65,2,0,13
Torben,Nielsen,pni287,2,1,100
Kurt,Nielsen,pni158,3,2,37
Frank,Nielsen,pni154,4,2,71
Max,Nielsen,pni160,4,1,38
Mette,Nielsen,pni361,4,2,73
Carsten,Nielsen,pni284,6,3,59
Bo,Nielsen,pni26,7,6,184
Ingrid,Nielsen,pni369,7,5,195
Lars,Nielsen,pni31,9,7,194
Bent,Nielsen,pni75,10,10,814
Helena,Nielsen,pni18,17,21,822
Søren,Nielsen,pni248,17,23,1132
Morten,Nielsen,pni42,18,21,948
Ulf,Nielsson,pni166,3,1,33
Stefan,Niemann,pni161,5,2,63
Gregory,Niemesh,pni356,1,0,1
Jonas,Niemeyer,pni43,2,2,39
Dirk,Niepelt,pni29,7,6,228
Friederike,Niepmann,pni188,7,5,119
Wolfgang,Nierhaus,pni171,7,3,202
Linda,Nierling,pni144,1,0,3
Louis,Niessen,pni273,4,2,46
Eva,Niesten,pni164,5,1,56
Sandra,Nieto,pni272,3,1,73
Sebastián,Nieto-Parra,pni180,4,1,55
Liezl,Nieuwoudt,pni204,1,0,1
Annamaria,Nifo,pni201,4,3,64
Sergey,Nigai,pni247,3,1,36
Getachew,Nigatu,pni228,1,0,2
Paul,Nightingale,pni151,12,13,366
Valentina,Nigro,pni274,3,2,50
Peter,Nigro,pni83,9,9,377
Tsuyoshi,Nihonsugi,pni372,1,0,7
Yoko,Niimi,pni321,8,7,200
Peter,Nijkamp,pni111,29,89,3778
Theo,Nijman,pni115,20,28,1533
Rob,Nijskens,pni345,1,1,57
Yuko,Nikaido,pni208,1,0,1
Nikos,Nikiforakis,pni37,12,13,763
Michalis,Nikiforos,pni206,6,3,97
Marina,Nikiforow,pni136,1,1,13
Marc,Nikitin,pni174,2,0,16
Yakov,Nikitin,pni302,2,0,13
Maxim,Nikitin,pni304,6,3,69
Larisa,Nikitina,pni135,2,0,4
Christina,Nikitopoulos-Sklibosios,pni44,4,0,39
Susan,Niknami,pni250,3,1,25
Vigen,Nikogosian,pni219,2,0,10
Boris,Nikolaev,pni382,3,0,24
Maria,Nikolaidi,pni300,3,0,26
Eftychia,Nikolaidou,pni120,9,7,145
Dimitrios,Nikolaou,pni289,1,0,1
Michael,Nikolaou,pni365,1,0,2
Olexandr,Nikolaychuk,pni196,1,0,3
Sergiy,Nikolaychuk,pni379,1,0,1
Milan,Nikolic,pni64,1,1,10
Jelena,Nikolic,pni395,3,1,20
Konstantinos,Nikolopoulos,pni110,7,5,233
Dimitre,Nikolov,pni313,1,0,4
Marjan,Nikolov,pni282,1,0,5
Plamen,Nikolov,pni85,1,0,2
Plamen,Nikolov,pni12,3,1,33
Kalin,Nikolov,pni175,11,12,595
Stanislava (Stas),Nikolova,pni263,2,1,23
Zdenka,Nikolovska,pni269,1,0,2
Radoslawa,Nikolowa,pni283,1,0,4
Alex,Nikolsko-Rzhevskyy,pni63,8,5,224
Hesam,Nikopour,pni189,2,0,11
Tuomo,Nikulainen,pni90,4,0,42
Jeffrey,Nilsen,pni13,4,2,180
Øivind,Nilsen,pni23,11,16,460
Tore,Nilssen,pni22,11,13,325
Björn,Nilsson,pni330,1,0,5
Helena,Nilsson,pni373,1,0,3
Anders,Nilsson,pni245,2,1,20
Magnus,Nilsson,pni236,2,1,28
William,Nilsson,pni253,2,0,15
J Peter,Nilsson,pni146,3,3,82
Anton,Nilsson,pni225,4,2,56
Birger,Nilsson,pni227,4,1,40
Therese,Nilsson,pni222,8,7,208
Kristoffer,Nimark,pni93,8,7,212
Liviana,Niminet,pni268,1,0,1
Alain-Désiré,Nimubona,pni126,5,4,83
Alejandro,Nin Pratt,pni70,9,8,261
Osvaldo,Nina,pni99,3,0,18
Karachepone,Ninan,pni329,2,1,27
Lutao,Ning,pni34,4,2,38
Cathy,Ning,pni130,5,4,115
Eniel,Ninka,pni118,1,0,1
Augusto,Ninni,pni128,2,0,9
Jorge,Niosi,pni119,9,9,265
Kurt,Niquidet,pni400,4,0,31
Makoto,Nirei,pni69,7,6,176
Noam,Nisan,pni254,8,6,234
Hiroshi,Nishi,pni220,3,0,26
Keigo,Nishida,pni243,1,0,5
Mitsukuni,Nishida,pni244,3,0,16
Katsumasa,Nishide,pni173,4,2,150
Shoji,Nishijima,pni229,3,0,23
Hiroki,Nishimura,pni314,1,0,3
Yoshinori,Nishimura,pni354,1,0,5
Yusaku,Nishimura,pni230,3,1,28
Kazuo,Nishimura,pni197,15,27,1202
Shuichiro,Nishioka,pni127,6,4,110
George,Nishiotis,pni241,5,4,79
Kimitaka,Nishitani,pni223,4,2,52
Shuhei,Nishitateno,pni266,4,1,50
Masato,Nishiwaki,pni181,1,0,5
Hiroyuki,Nishiyama,pni215,1,0,2
Shin-Ichi,Nishiyama,pni179,3,2,109
Yoshihiko,Nishiyama,pni202,6,4,150
Shinichi,Nishiyama,pni21,7,5,285
Robert,Nishman,pni20,1,0,1
Antonio,Nisio,pan484,2,2,29
Codrin-,Nisioiu,pni121,1,0,2
Roberto,Nisticò,pni299,2,0,11
Sergio,Nisticò,pni104,2,0,7
Salvatore,Nisticò,pni67,8,8,238
Adela,Nistor,pni97,1,0,9
Costel,Nistor,pco364,1,0,1
Bogdan,Nistoreanu,pni140,3,0,13
Puiu,Nistoreanu,pni139,3,0,18
Thomas,Nitschka,pni214,5,2,71
Vitalii,Nitsenko,pni362,1,0,1
Lawrence,Nitz,pni183,1,0,4
Shmuel,Nitzan,pni105,20,31,1620
Baozhuang,Niu,pni406,2,1,18
Geng,Niu,pni355,2,0,12
Shilei,Niu,pni59,2,0,7
Linlin,Niu,pni306,6,3,58
Sanna,Nivakoski,pni388,1,0,1
Satu,Nivalainen,pni36,3,1,66
Oleg,Nivievskyi,pni390,2,0,11
Terry,Nixon,pni91,4,1,28
John,Nixon,pni257,5,4,115
Tanima,Niyogi Sinha Roy,pni210,1,0,2
Denys,Nizalov,pni109,2,1,24
Joseph,Njau,pnj5,1,0,6
Timothy,Njeru,pnj8,1,0,5
Angelica,Njuguna,pnj3,4,2,31
Eric,Njuki,pnj14,1,0,3
Guy Blaise,Nkamleu,pnk6,5,4,98
Paul,Nkegbe,pnk15,1,0,2
Jean-Marie,Nkongolo-Bakenda,pnk1,1,0,1
Ephraim,Nkonya,pnk4,13,16,493
Kwabena,Nkrumah,pac85,41,100,5642
Onelie,Nkuna,pnk13,1,0,6
Tharcisse,Nkunzimana,pnk3,1,0,3
Yaaba,Nmadu,pya319,2,0,11
John Bosco,Nnyanzi,pnn3,1,0,2
Ronald,Noë,pno249,1,0,3
Jean-Francois,Noël,pno148,2,0,7
Andreas,Noack,pje138,2,0,13
Joëlle,Noailly,pno14,8,8,175
Haitham,Nobanee,pno87,2,0,14
Bob,Nobay,pno20,7,7,667
Andrea,Nobili,pno140,9,7,352
Stefano,Nobili,pno274,18,31,1243
Benedek,Nobilis,pno258,1,1,11
Nicholas,Noble,pno234,1,0,2
Sandrine,Noblet,pno143,1,0,1
Cecilia,Noboa,pno217,1,0,1
Fabrizio,Noboa,pno37,1,1,21
Antonella,Nocco,pno168,5,3,64
Giuseppe,Nocella,pno137,2,1,28
Diego,Nocetti,pno70,5,2,72
Volker,Nocke,pno17,14,17,883
Akihiko,Noda,pno127,3,0,18
Gabriela,Nodari,pno190,4,4,133
Thomas,Noe,pno13,14,16,848
Hector,Noejovich,pno212,1,0,1
Pierre,Noel,pno123,2,0,4
Ricardo,Nogales,pno198,1,0,3
Gwenaëlle,Nogatchewsky,pno86,1,0,4
Jose,Nogueira,pno244,2,1,38
Reginaldo,Nogueira,pno133,5,4,80
João,Nogueira Martins,pno81,3,2,213
Jose,Noguera,pno83,1,0,6
Guillermo,Noguera,pno241,3,3,380
Luiz Paulo,Nogueról,pno43,1,0,7
Julio,Nogues,pno35,7,5,144
Pilar,Nogues-Marco,pno181,3,0,18
Katsuhito,Nohara,pno252,1,0,1
Hiroatsu,Nohara,pno27,3,0,27
Anne,Nolan,pno101,6,3,165
James,Nolan,pno22,6,3,92
Charles,Nolan,pno10,9,9,412
Brian,Nolan,pno88,15,27,1370
Marcus,Noland,pno56,13,20,615
Robert,Noland,pno28,14,19,693
Jose,Nolazco,pno166,1,0,1
Patrick,Nolen,pno74,6,4,357
Vanthana,Nolintha,pno173,1,0,1
Franklin,Noll,pno124,1,0,2
Susanne,Noll,pno139,3,0,10
Roger,Noll,pno108,11,11,543
Natalia,Nollenberger,pno207,4,3,91
André,Nolte,pno174,1,0,2
Ingmar,Nolte,pno71,6,2,92
Sandra,Nolte (Lechner),ple244,1,0,6
Abdullah,Noman,pno94,2,0,16
Gustavo,Nombela,pno36,4,3,74
Takaaki,Nomoto,pno237,1,0,3
Tomokazu,Nomura,pno112,1,0,2
Koji,Nomura,pno195,4,2,36
Marielle,Non,pno125,3,1,35
Arjan,Non,pno161,5,3,131
Sigrid Lise,Nonås,pno204,2,0,14
Sakkarin,Nonthapot,pno183,1,0,3
Douglas,Noonan,pno114,8,7,199
Junaid,Noor,pno142,1,0,1
Jawwad,Noor,pno61,9,9,184
Farhad,Noorbakhsh,pno19,6,6,356
Niels,Noorderhaven,pno21,7,7,329
Irfan,Nooruddin,pno66,2,1,36
Bart,Nooteboom,pno58,14,17,892
Md. Nor,Nor Ghani,pno151,1,0,3
Vladyslav,Nora,pno184,1,0,3
Vivian,Norambuena,pno215,2,0,8
Pehr-Johan,Norbäck,pno64,11,14,428
Karen,Norberg,pno208,4,3,89
Mark,Nord,pno131,10,11,341
Hildegunn,Nordås,pno116,9,7,217
Anna,Nordén,pno191,1,0,1
Helge,Nordahl,pno77,3,1,25
Kjell Bjørn,Nordal,pno65,2,0,12
Katarina,Nordblom,pno9,9,9,238
Kelly,Nordby,pno210,1,0,9
Henk,Norde,pno105,10,10,307
William,Nordhaus,pno115,30,61,3588
Martin,Nordin,pno85,3,1,62
Christophe,Nordman,pno40,6,5,166
Jonas,Nordström,pno155,5,4,215
Frode,Nordvik,pno220,1,0,4
Milagros,Nores,pno103,2,2,125
Andriy,Norets,pno189,4,2,80
Antonio,Noriega,pno110,7,5,127
Oyvind,Norli,pno193,5,5,333
Neville,Norman,pno72,2,0,7
Thomas,Norman,pno67,3,0,16
Richard,Norman,pno96,4,0,31
Catherine,Norman,pno104,6,5,164
Peter,Norman,pno6,9,8,264
George,Norman,pno24,10,11,481
Michel,Normandin,pno3,7,6,278
Ana,Norman-Lopez,pno122,3,0,22
Hans-Theo,Normann,pno26,22,34,1838
Mary Anne,Normile,pno132,4,1,43
Stefan,Norrbin,pno51,9,9,339
Patricia,Norris,pno192,5,4,141
John,Norsworthy,pno53,4,2,100
Douglass,North,pno11,19,34,3090
Carol Ann,Northcott,pno68,3,2,69
Seth,Norton,pno41,6,5,236
George,Norton,pno145,9,9,335
Edward,Norton,pno89,19,32,2896
Bailey,Norwood,pno55,11,11,370
Hiromi,Nosaka,pno23,2,1,17
Jaromir,Nosal,pno233,6,4,167
Ed,Nosal,pno219,11,13,376
Yves,Nosbusch,pno84,4,4,189
Manabu,Nose,pno171,1,0,3
Florian,Noseleit,pno95,8,5,142
Daniele,Nosenzo,pno102,9,9,300
Theodore,Noseworthy,pno167,1,0,3
Hassan,Nosratabadi,pno259,1,0,3
Katarina,Nossal,pno162,1,1,11
Fungisai,Nota,pno97,1,0,1
Jorge,Notaro,pno153,1,0,3
Alessandro,Notarpietro,pno197,6,2,111
Felix,Noth,pno255,5,2,81
Heryanto,Nothing,pmu236,1,0,1
Carlos,Noton,pno120,2,0,12
Matthew,Notowidigdo,pno182,15,16,825
Ourania,Notta,pno144,2,0,11
Theo,Notteboom,pno194,10,10,384
Ad,Notten,pno109,2,1,35
Geranda,Notten,pno90,4,1,39
Stefan,Notz,pno196,1,0,4
Diaa,Noureldin,pno257,2,2,89
Myriam,Nourry,pno130,2,2,53
Carine,Nourry,pno98,8,8,176
Abdul,Noury,pno82,9,8,220
Charles,Noussair,pno50,23,45,2600
Kofi,Nouve,pno80,3,0,26
Laura,Novac,pno107,1,0,2
Walter,Novaes,pno138,6,5,160
Jiri,Novak,pno152,2,1,13
Lindsey,Novak,pno235,2,1,16
Matjaz,Novak,pno59,2,0,7
Alfonso,Novales,pno7,8,7,185
Kevin,Novan,pno247,3,1,59
Rafael,Novella,pno176,1,0,6
David,Novgorodsky,pno199,2,0,5
Jacob,Novignon,pno206,2,0,14
Álvaro,Novo,pno63,3,1,36
María Isabel,Novo Corti,pno267,2,0,8
Paul,Novosad,pno250,4,1,30
Josef,Novotný,pno79,1,0,8
Filip,Novotný,pno93,4,2,32
Jan,Novotny,pno135,3,0,18
William,Novshek,pno117,10,10,482
Verena,Nowak,pno213,1,0,4
Piotr,Nowak,pno211,2,0,12
Sylwia,Nowak,pno128,7,7,193
Felicitas,Nowak-Lehmann D.,pno76,10,10,320
Jakub,Nowotarski,pno175,7,4,124
Klaus,Nowotny,pno100,5,2,74
Ilan,Noy,pno49,18,25,1129
Nelson,Noya,pno129,2,0,8
Shteryo,Nozharov,pno205,1,0,1
Christian,Nsiah,pns5,6,5,121
Christos,Ntantamis,pnt1,2,0,12
Akwasi,Nti-Addae,pnt11,2,2,38
Collins,Ntim,pnt7,5,0,57
Sabine Mireille,Ntsama,pnt6,2,2,24
Herbert,Ntuli,phe608,3,3,96
Matias,Nuñez,pnu19,2,1,22
Hector,Nuñez,pnu50,3,1,34
Laura,Nuñez Letamendia,pnu24,1,0,9
Juan,Nuñez-Serrano,pne180,1,0,2
Jose,Nuñez-Velazquez,pnu26,1,0,1
Galo,Nuño Barrau,pnu38,5,1,57
Elmar,Nubbemeyer,pnu104,1,0,4
Alfred,Nucci,pnu18,2,1,85
Francesco,Nucci,pnu71,8,6,219
Massimiliano,Nuccio,pnu69,2,0,5
Federico,Nucera,pnu74,2,0,12
Antonio,Nucifora,pnu98,5,5,155
Stephan,Nuesch,pnu39,8,6,151
Ana,Nuevo-Chiquero,pnu79,3,0,25
Jeffrey,Nugent,pnu99,14,18,709
Anda,Nugroho,pnu90,1,0,2
Victoria,Nuguer,pnu77,3,1,26
Ahmed Salim,Nuhu,pnu88,1,0,2
Senada,Nukic,pnu63,1,0,3
Nicole,Nulsch,pnu48,1,0,9
Isabel,Nunes,pnu55,1,0,1
Rui,Nunes,pnu83,1,0,9
Sérgio,Nunes,pnu34,1,0,5
Sofia,Nunes,pnu64,1,0,6
Alcina,Nunes,pnu41,2,1,15
Francisco,Nunes,pnu27,2,1,22
Celso,Nunes,pnu23,3,0,16
Paulo,Nunes,pnu32,4,3,73
Luis,Nunes,pnu43,9,9,458
Ricardo,Nunes,pnu14,12,13,314
Luis Felipe,Nunes Pereira,pnu61,1,0,2
Javier,Nunez,pnu29,6,2,94
Jairo,Nunez,pnu76,7,4,270
Thais,Nunez-Rocha,pnu92,1,0,1
John,Nunley,pnu30,6,5,116
Salvatore,Nunnari,pnu47,6,3,104
Peter,Nunnenkamp,pnu52,17,32,1118
Jacob,Nunoo,pnu85,1,0,1
Luca,Nunziata,pnu5,11,13,987
Oskar,Nupia,pnu28,3,1,36
Armen,Nurbekyan,pnu91,1,0,8
Bashkim,Nurboja,pnu87,1,0,1
Rustem,Nureev,pnu53,1,0,4
Elif,Nuroglu,pnu67,1,0,1
Laura,Nurski,pnu54,2,0,9
Khandker,Nurul Habib,pnu46,5,2,67
Mohamad,Nurzaman,pnu95,1,1,12
Salah,Nusair,pnu12,3,1,40
Robert,Nuscheler,pnu22,10,10,360
Florian,Nuta,pnu13,2,0,4
Kengo,Nutahara,pnu31,4,3,67
Sabina,Nuti,pnu59,3,0,20
John,Nuttall,pnu25,1,0,1
William,Nuttall,pnu45,8,7,294
Alessandro,Nuvolari,pnu2,9,8,304
Simone,Nuzzo,pnu82,2,0,7
Giorgio,Nuzzo,pnu102,4,2,74
Ifeanyi,Nwachukwu,pnw11,2,0,5
Jacinta,Nwachukwu,pnw19,8,8,312
Ikechukwu,Nwaka,pnw16,1,0,3
Uche,Nwankwo,pnw10,1,0,1
Godwin,Nwaobi,pnw1,2,1,21
Victoria,Nyaga,pny38,1,0,3
Batsaikhan,Nyamdash,pny19,2,1,36
Mathew,Nyamwange,pny16,1,0,1
Yaw,Nyarko,pny18,9,8,677
Peter,Nyberg,pny17,2,0,11
Henri,Nyberg,pny15,6,5,169
Sten,Nyberg,pny14,9,8,664
Martin,Nybom,pny20,5,3,111
Karine,Nyborg,pny7,13,20,798
Kjell,Nyborg,pny9,15,18,612
John,Nye,pny13,8,5,173
Arne,Nygaard,pny12,4,2,48
Juho,Nyholm,pny32,1,1,13
Ole Henning,Nyhus,pny25,2,0,7
Ellen,Nyhus,pny24,4,3,220
Györgyi,Nyikos,pny27,1,0,1
Ingmar,Nyman,pny3,3,0,20
John,Nyman,pny6,7,6,246
Ragnar,Nymoen,pny28,12,15,475
Emmanuelle,Nys,pny29,4,2,277
Anant,Nyshadham,pny23,4,2,66
Marthe,Nyssens,pny8,2,0,5
Kristina,Nyström,pny11,6,3,144
Kilungu,Nzaku,pnz3,2,0,8
Breandan,O hUallachain,poh15,3,2,56
Vincent,O' Sullivan,pos67,5,5,143
Tadhg,O´ Mahony,pom28,3,2,48
Daymler,O´Farrill,pof8,7,7,195
Mandar,Oak,poa1,5,2,64
Wallace,Oates,poa3,25,40,4626
Ronald,Oaxaca,poa2,15,21,3404
Saleh,Obadi,pob53,2,0,4
Alka,Obadic,pob16,2,0,15
Ichiro,Obara,pob3,8,7,237
Ayako,Obashi,pob32,5,5,109
James,Obben,pob36,2,0,7
Camara Kwasi,Obeng,pob50,1,0,3
Samuel,Obeng,pob51,1,0,1
Kwasi,Obeng,pob20,2,0,4
Kofi,Obeng,pob44,5,0,57
Iris,Oberauner,pob34,1,1,10
Doris,Oberdabernig,pob41,4,1,32
Ezra,Oberfield,pob33,6,6,155
Andreas,Oberheitmann,pob15,2,1,25
Frank,Obermüller,pob70,1,0,5
Christian,Oberpriller,pob23,1,0,2
Dirk,Oberschachtsiek,pob17,1,1,12
Christian,Oberst,pob28,4,2,43
Marie,Obidzinski,pob62,3,0,20
Imoleayo,Obigbemi,pob35,1,0,1
Francesc,Obiols-Homs,pob5,5,3,109
Anna,Obizhaeva,pob57,2,1,159
Edward,O'Boyle,pob6,2,0,9
Martin,Obradovits,pob42,1,0,1
Laura,Obreja Brasoveanu,pob24,1,0,2
Sean,OBrien,pob48,1,0,4
Anthony,O'Brien,pob25,2,0,12
Edward,O'Brien,pob14,2,0,16
Paul,O'Brien,pob4,2,1,25
Christopher,O'Brien,pob31,3,1,71
Martin,O'Brien,pob19,6,3,104
Maksym,Obrizan,pob30,1,0,2
Thomas,Obst,pob46,2,2,33
Maurice,Obstfeld,pob13,53,97,14479
Francisco,Ocaña,poc10,3,0,22
Tarik,Ocaktan,poc15,1,0,2
Sergio,Ocampo,poc21,3,1,23
Jose Antonio,Ocampo,poc37,13,14,655
Filippo,Occhino,poc4,6,3,100
Wolfgang,Ochel,poc14,10,10,778
Justus,Ochieng,poc18,1,0,2
Cosmas,Ochieng,poc13,3,2,40
Richard,Ochmann,poc23,7,3,87
Hector,Ochoa,poc16,1,0,5
Juan,Ochoa,poc3,5,3,94
Diego,Ochoa-Jiménez,poc38,1,0,3
Carsten,Ochsen,poc11,5,2,113
Christian,Ochsner,poc29,2,1,19
Axel,Ockenfels,poc7,24,35,3500
Brian,O'Connell,poc25,1,0,8
Martin,O'Connell,poc33,5,2,81
Stephen,O'Connell,poc22,6,5,139
Philip,O'Connell,poc28,11,12,403
Stephen,O'Connell,poc39,12,17,518
Thomas,O'Connor,poc20,4,0,27
Matthew,Ocran,poc19,3,0,21
Eddie,Oczkowski,poc1,7,4,203
Daniel,Oda,pod41,2,0,8
Kazuhiko,Odaki,pod27,1,1,13
Giacomo,Oddo,pod28,2,0,6
Remy,Oddou,pod25,3,0,16
Dennis,O'Dea,pod32,1,0,3
Cormac,O'Dea,pod30,6,6,124
Terrance,Odean,pod60,16,17,3655
Cecily,Oden-Defoort,pod56,2,1,42
Martin,Odening,pod15,11,12,331
Johannes,Odenkirchen,pod54,1,0,2
Gianluca,Oderda,pod5,1,0,9
Reto,Odermatt,pod38,2,1,21
Nicholas,Odhiambo,pod33,14,16,749
Joe,O'Doherty,pod14,3,2,44
Charles,O'Donnell,pod59,1,0,7
Sharon,O'Donnell,pod21,1,1,23
Roderick,O'Donnell,pod13,2,0,11
Christopher,O'Donnell,pod6,10,10,716
Owen,O'Donnell,pod37,16,22,894
Erik,O'Donoghue,pod29,5,2,80
Cathal,O'Donoghue,pod4,12,19,627
Ted,O'Donoghue,pod31,16,16,3219
Ludovit,Odor,pod42,1,0,15
Síle,O'Dorchai,pod18,7,4,192
Juan,Odriozola,pod51,1,0,3
Arif,Oduncu,pod34,5,2,56
Pius,Odunga,pod3,1,0,4
Jacob,Oduor,pod23,2,0,10
Ayodele,Odusola,pod61,3,0,11
Manuel,Oechslin,poe6,5,4,118
Jörg,Oechssler,poe1,19,34,1533
Marc,Oeffner,poe9,1,1,12
Iulia,Oehler-Sincai,poe5,2,0,9
Anne,Oeking,poe16,3,2,33
Alwin,Oerlemans,poe3,1,0,6
Frank,Oertel,poe10,2,0,8
Daniel,Oesch,poe8,3,3,62
Katrin,Oesingmann,poe17,1,0,2
Andreas,Oestreich,poe15,2,1,17
Mikhail,Oet,poe11,2,1,29
Gerald,Oettinger,poe12,7,6,242
Alexander,Oettl,poe4,7,7,321
Siope,Ofa,pof17,1,0,2
Rory,O'Farrell,pof13,2,0,12
Avner,Offer,pof3,7,6,186
Theo,Offerman,pof6,13,17,847
Lawrence,Officer,pof4,8,7,212
Sven,Offick,pof14,2,0,6
Dimi,Ofileanu,pof16,1,0,2
